property_type,tenure,built_year,num_beds,num_baths,size_sqft,furnishing,subzone,planning_area,price,shop_dist,mrt_dist,commercials_dist,second_school_dist,primary_school_dist,density,available_unit_type_is_studio,available_unit_type_min_room,available_unit_type_max_room
hdb,tenure-100,1989,3,2,1216,unspecified,pasir ris drive,pasir ris,525000.0,102.95760502928756,102.95777227796239,102.95763261401557,102.9581893434518,102.95750157206501,33186.9740212221,studio,1,6
condo,tenure-100,2023,3,3,1055,unfurnished,moulmein,novena,2047500.0,102.84421227820445,102.84436923201474,102.84423814781617,102.84476163226437,102.84411531634187,6901.669758812616,studio,1,6
condo,tenure-100,2016,3,3,1335,unspecified,pasir ris park,pasir ris,1501500.0,102.96193306885893,102.96210238371275,102.96196099776166,102.96252440239421,102.96182830838136,4559.870743821435,other,3,5
condo,tenure-100,2023,3,2,1055,unfurnished,kent ridge,queenstown,1875300.0,102.79498881701782,102.79514089655748,102.79501387459165,102.79552161796104,102.79489493040194,43.79002682139143,studio,1,5
hdb,tenure-100,2004,3,2,1227,unspecified,fernvale,sengkang,682500.0,102.88223601740286,102.88240807384732,102.88226440275993,102.88283667820798,102.88212952933478,24586.051179126945,other,3,5
condo,tenure-100,2025,3,3,1249,partial,maritime square,bukit merah,3326400.0,102.82020822387811,102.82035596771624,102.82023255932197,102.82072628989506,102.8201170713543,1359.2670471613098,studio,1,10
hdb,tenure-100,1975,2,1,700,unspecified,marine parade,marine parade,420000.0,102.91725246381401,102.9174080403589,102.91727810420936,102.91779712706183,102.9171563691716,23172.41379310345,other,2,4
hdb,tenure-100,2008,3,2,1184,unspecified,yunnan,jurong west,617400.0,102.69773065438817,102.69789256285284,102.69775734890507,102.69829686532098,102.69763057044884,30594.207496713952,other,3,4
hdb,tenure-100,1986,4,2,1711,unspecified,hong kah,jurong west,819000.0,102.72128543228858,102.72145066866192,102.7213126811978,102.72186294642589,102.72118324892166,30047.39336492891,studio,1,5
hdb,tenure-100,2017,3,2,893,unspecified,jurong west central,jurong west,651000.0,102.7113632334606,102.71152589946331,102.71139005419697,102.71193201606575,102.7112626714609,45396.938412246345,other,2,4
condo,freehold,2021,2,2,710,unspecified,upper paya lebar,serangoon,1671900.0,102.88481394539977,102.8849773308424,102.8848408864359,102.8853851452196,102.8847129262103,18829.290006677053,studio,2,5
condo,tenure-100,2012,3,2,947,unspecified,pasir ris park,pasir ris,1344000.0,102.96092135116362,102.96109105799788,102.9609493453558,102.96151401664888,102.96081634347809,4559.870743821435,other,2,4
condo,tenure-100,2017,3,3,1098,fully,lower seletar,yishun,1332300.0,102.84893285760735,102.84911030435889,102.8489621407386,102.8495518377151,102.84882297044967,2219.9750163583367,studio,2,4
condo,tenure-100,2023,2,2,840,unspecified,pearl's hill,outram,2359400.0,102.84270594070802,102.8428571379753,102.84273085144909,102.84323573657576,102.84261260961145,10897.435897435898,studio,1,8
condo,tenure-100,2017,1,1,560,unspecified,punggol town centre,punggol,913500.0,102.90587668687009,102.90605199584526,102.90590561406383,102.906488394773,102.90576814691606,18691.745738517086,studio,1,4
hdb,tenure-100,2016,2,2,990,fully,punggol town centre,punggol,735000.0,102.90518605484377,102.905361848416,102.90521506275495,102.90579940932051,102.90507720926077,18691.745738517086,other,2,5
condo,tenure-100,2024,1,1,592,unspecified,central water catchment,central water catchment,1386000.0,102.7929906349344,102.79315568883293,102.79301785364025,102.79356751786128,102.7928885652386,0.2691159809142946,studio,1,5
condo,freehold,2012,3,3,1936,unspecified,moulmein,novena,3990000.0,102.8453880447488,102.84554529176143,102.84541396320232,102.84593839480884,102.84529089793597,6901.669758812616,other,1,4
condo,tenure-100,2017,4,4,4607,unspecified,faber,clementi,5334000.0,102.76489621029752,102.76505449590023,102.76492230153416,102.76545010166969,102.7647984100214,5652.815861632566,other,1,5
condo,tenure-100,2023,1,1,431,unfurnished,pearl's hill,outram,1236900.0,102.84270594070802,102.8428571379753,102.84273085144909,102.84323573657576,102.84261260961145,10897.435897435898,studio,1,8
hdb,tenure-100,2017,2,2,731,unspecified,sembawang east,sembawang,456800.0,102.83725799635454,102.83744095198213,102.83728819706766,102.8378956952316,102.8371446348969,22872.971903442816,other,1,3
hdb,tenure-100,2004,3,2,968,unspecified,north coast,woodlands,504000.0,102.77499952855473,102.7751830392856,102.77502982156528,102.77563912319387,102.77488581821551,5027.631196243819,other,1,7
condo,tenure-100,2027,3,2,893,partial,bedok north,bedok,1785000.0,102.93576850647575,102.93592784136767,102.93579477294777,102.93632593618926,102.93567004102344,25545.463058338795,other,1,4
condo,tenure-100,2025,2,2,764,unspecified,pearl's hill,outram,1878300.0,102.84239243823079,102.84254425540445,102.84241745222874,102.84292434034128,102.84229871615638,10897.435897435898,other,1,4
condo,freehold,2017,3,3,2422,fully,oxley,river valley,7507500.0,102.84187755109221,102.84203151706754,102.8419029230144,102.842416754051,102.84178247374719,7420.318725099602,other,1,5
condo,freehold,2022,3,3,1862,unspecified,leedon park,bukit timah,5901200.0,102.80379523349424,102.8039516961837,102.80382102119226,102.80434292524642,102.80369858218728,3159.1856757419673,other,2,5
house,freehold,2028,5,6,4058,partial,seletar hills,serangoon,4757600.0,102.86863029764169,102.86880015767268,102.86865831710617,102.86922349804308,102.86852519515277,6307.118033208907,studio,2,6
condo,tenure-100,2027,4,2,1302,unfurnished,bedok north,bedok,2205000.0,102.93576850647575,102.93592784136767,102.93579477294777,102.93632593618926,102.93567004102344,25545.463058338795,other,1,4
house,freehold,2011,5,4,4660,unspecified,leedon park,bukit timah,4357500.0,102.79440714582776,102.79456603957362,102.7944333384415,102.79496309880497,102.79430896140327,3159.1856757419673,other,4,5
condo,tenure-100,2024,2,2,850,unfurnished,mountbatten,marine parade,2080000.0,102.89105811157006,102.89121254123685,102.89108356086032,102.89159888227772,102.89096274079724,5829.779776856125,studio,1,9
condo,tenure-100,2024,4,2,1475,unspecified,bidadari,toa payoh,3356800.0,102.87499480069995,102.87515685812404,102.87502152050202,102.87556148998029,102.87489461930515,17734.497816593885,other,1,4
hdb,tenure-100,2013,3,2,1076,unspecified,clementi woods,clementi,827400.0,102.77431429177115,102.77447095950757,102.77434011354514,102.7748626848068,102.77421751172085,15122.873345935726,other,1,5
condo,tenure-100,2016,2,2,700,unspecified,bendemeer,kallang,1260000.0,102.86780547255665,102.86796418998847,102.86783163599746,102.86836081500638,102.86770739788618,27287.914003486345,other,1,4
condo,freehold,2025,3,2,1227,unspecified,nassim,tanglin,3759300.0,102.8356862316701,102.83584415947146,102.83571226349666,102.83623889629501,102.83558865566539,4541.768045417681,studio,2,4
condo,tenure-100,2023,3,2,980,partial,dhoby ghaut,museum,2762600.0,102.84962118540149,102.84977572176845,102.8496466523544,102.85016232511146,102.84952574814916,1441.4414414414414,other,1,3
hdb,tenure-100,1988,3,2,1119,unspecified,yishun east,yishun,491400.0,102.85350117662745,102.85368101063379,102.85353085741569,102.85412826695186,102.8533897837023,34290.3973322783,studio,1,5
condo,tenure-100,2025,2,1,657,partial,gombak,bukit batok,984900.0,102.76042621254072,102.76059601976384,102.76045422292042,102.76101925045589,102.76032114549653,4042.6657981516914,other,2,5
condo,freehold,2023,3,2,1055,unspecified,cairnhill,newton,3092200.0,102.84124906294379,102.84140473365282,102.8412747188216,102.84179405800319,102.84115291041057,8593.576965669989,other,2,5
condo,tenure-100,2026,4,3,1464,unspecified,pasir ris central,pasir ris,2672200.0,102.95045980825171,102.95062803186694,102.95048755535643,102.9510474359871,102.95035573626059,21329.80482963943,other,1,5
condo,tenure-100,2023,3,3,1173,unspecified,tanjong rhu,kallang,3184600.0,102.87240135921485,102.87255638291379,102.87242690740328,102.87294415112177,102.87230561414538,5417.926460548132,other,1,5
hdb,tenure-100,1996,3,2,1130,unspecified,pasir ris west,pasir ris,567000.0,102.93806991307338,102.93823940707887,102.9380978717539,102.93866185901875,102.93796504007247,22603.258810155363,studio,1,6
hdb,tenure-100,1979,2,2,721,unspecified,cheng san,ang mo kio,396900.0,102.85792522016054,102.85809348183173,102.85795297335787,102.85851299165108,102.85782112599219,29371.141571622895,other,2,4
condo,tenure-100,2023,2,1,624,unspecified,dhoby ghaut,museum,1751400.0,102.84962118540149,102.84977572176845,102.8496466523544,102.85016232511146,102.84952574814916,1441.4414414414414,other,1,3
hdb,tenure-100,1998,4,2,1518,unspecified,saujana,bukit panjang,903000.0,102.7702554704836,102.77042674800943,102.7702837257977,102.7708535023569,102.77014947590324,38400.0,other,3,5
hdb,tenure-100,1979,3,2,1001,unspecified,cheng san,ang mo kio,997500.0,102.85647051886811,102.85663898209648,102.85649830563493,102.85705897539648,102.85636629760337,29371.141571622895,other,2,4
condo,freehold,2024,2,2,743,unspecified,bukit batok south,bukit batok,1677900.0,102.76714699072849,102.76730934470581,102.7671737596398,102.76771470445364,102.76704662442394,8265.057573073516,studio,1,5
condo,freehold,2017,2,2,1066,unspecified,tanglin,orchard,4147000.0,102.82766253540248,102.82781776630718,102.82768811798591,102.82820603830835,102.8275666605287,2208.955223880597,other,2,6
condo,tenure-100,2023,3,2,915,unspecified,moulmein,novena,2205000.0,102.84421227820445,102.84436923201474,102.84423814781617,102.84476163226437,102.84411531634187,6901.669758812616,studio,1,6
condo,freehold,2026,1,1,592,partial,lavender,kallang,1272600.0,102.86065673089283,102.86081435438173,102.86068271209665,102.86120835768065,102.8605593463294,12802.21957986524,other,1,4
hdb,tenure-100,1996,4,2,1378,unspecified,pasir ris west,pasir ris,871500.0,102.93999447064284,102.94016433132788,102.94002249040626,102.94058766211755,102.93988936633376,22603.258810155363,studio,1,6
hdb,tenure-100,1984,3,2,1076,unspecified,upper thomson,bishan,724500.0,102.84273116136147,102.84289567484117,102.84275829018247,102.84330620037825,102.84262943153306,7634.757760748149,other,1,5
hdb,tenure-100,1997,3,2,1098,unspecified,taman jurong,jurong west,554400.0,102.72406439786486,102.72422689563612,102.72409119061287,102.72463260689555,102.72396394171979,26894.83258101462,studio,1,5
hdb,tenure-100,2003,3,2,807,unspecified,everton park,bukit merah,806400.0,102.84285556276947,102.84300508578906,102.84288019463173,102.84337967019012,102.84276328764253,12285.669340884064,other,1,4
hdb,tenure-100,2016,3,2,990,unspecified,punggol town centre,punggol,682500.0,102.90269400590297,102.90286962376011,102.90272298453868,102.90330676375974,102.90258527119528,18691.745738517086,other,2,5
condo,tenure-100,2023,3,3,1066,partial,kent ridge,queenstown,2067200.0,102.79498881701782,102.79514089655748,102.79501387459165,102.79552161796104,102.79489493040194,43.79002682139143,studio,1,5
condo,freehold,2010,3,2,1173,unspecified,moulmein,novena,3175000.0,102.84459718043608,102.84475423942237,102.844623067568,102.84514689178167,102.84450015222986,6901.669758812616,other,1,8
hdb,tenure-100,2013,2,2,721,partial,yishun east,yishun,554400.0,102.84621172448674,102.84639115454155,102.84624133796939,102.84683744348644,102.8461005864838,34290.3973322783,other,2,5
condo,freehold,2024,2,2,689,fully,mountbatten,marine parade,1934900.0,102.89393129710213,102.89408503951584,102.8939566319244,102.89446973235007,102.89383635973323,5829.779776856125,studio,1,5
hdb,tenure-100,1982,2,2,721,unspecified,yishun west,yishun,404200.0,102.83237192261886,102.83255260106586,102.83240174400919,102.83300188531753,102.83225999750964,35518.5136381605,other,2,4
condo,freehold,2012,2,1,861,partial,mei chin,queenstown,1260000.0,102.81050892957485,102.81066185344164,102.81053412782953,102.81104459677418,102.81041451012268,20796.046480566314,studio,1,3
hdb,tenure-100,1984,4,2,1614,unspecified,tampines east,tampines,1050000.0,102.94988452151061,102.95004924586699,102.94991168574265,102.950460260259,102.94978265656523,30154.01616133711,studio,1,5
condo,tenure-100,2017,3,3,1098,unspecified,lower seletar,yishun,1260000.0,102.84893285760735,102.84911030435889,102.8489621407386,102.8495518377151,102.84882297044967,2219.9750163583367,studio,2,4
hdb,tenure-100,1982,2,2,721,unspecified,hong kah,jurong west,367500.0,102.71968178865576,102.7198457748574,102.71970882931973,102.72025505546283,102.71958039382237,30047.39336492891,other,2,3
bungalow,tenure-1000,2010,6,7,9590,unspecified,seletar hills,serangoon,9166500.0,102.8766396608603,102.87681118887318,102.87666795818168,102.87723852714193,102.87653350619235,6307.118033208907,other,3,10
house,freehold,2025,6,6,6376,unspecified,mountbatten,marine parade,9834300.0,102.89573228383298,102.89588685122247,102.89575775607615,102.89627352173686,102.8956368261042,5829.779776856125,studio,4,7
condo,tenure-100,2027,3,2,969,unspecified,yishun east,yishun,1197000.0,102.84933749280894,102.84951844862594,102.84936736044598,102.84996839524554,102.84922539242325,34290.3973322783,other,2,5
hdb,tenure-100,1979,2,2,786,unspecified,bedok north,bedok,449400.0,102.93136379269122,102.93152328062631,102.9313900846439,102.9319217430718,102.93126523079917,25545.463058338795,other,2,3
hdb,tenure-100,2017,3,2,1206,unspecified,brickworks,bukit batok,903000.0,102.74264052583743,102.74280520826406,102.74266768253285,102.74321615453876,102.74253869143025,16091.580742063814,other,1,3
house,freehold,2010,6,7,5700,unfurnished,serangoon garden,serangoon,6699000.0,102.8685296783855,102.86869596839499,102.86855710319162,102.86911074930326,102.86842682756408,11934.374173061657,other,1,10
condo,freehold,2023,4,4,1378,unspecified,moulmein,novena,4172700.0,102.83991624766742,102.84007390543425,102.83994223452564,102.84046799416154,102.83981884189392,6901.669758812616,studio,1,5
condo,tenure-100,2027,3,2,969,unfurnished,yishun east,yishun,1197000.0,102.84933749280894,102.84951844862594,102.84936736044598,102.84996839524554,102.84922539242325,34290.3973322783,other,2,5
condo,tenure-100,2022,1,1,517,partial,coronation road,bukit timah,1415400.0,102.79956040931258,102.79972031462697,102.7995867704369,102.80011979838734,102.79946158677504,4694.407410006315,studio,1,5
apartment,freehold,2011,4,4,3225,unspecified,leonie hill,river valley,9692600.0,102.83500886532181,102.83516321660869,102.835034301407,102.83554937848938,102.83491354509081,8466.757123473542,other,1,5
condo,tenure-100,2000,3,3,1270,unspecified,boon lay place,jurong west,1281000.0,102.71523696131042,102.71539997195971,102.71526383946487,102.71580691427894,102.71513618186032,32373.3862959285,other,3,4
house,freehold,2010,5,3,2500,unspecified,hillview,bukit batok,4935000.0,102.76218346316207,102.76234983897616,102.76221090197704,102.76276484225214,102.76208056032372,9680.979133226325,other,1,7
hdb,tenure-100,2004,3,2,969,unspecified,north coast,woodlands,472500.0,102.77499952855473,102.7751830392856,102.77502982156528,102.77563912319387,102.77488581821551,5027.631196243819,other,1,7
hdb,tenure-100,1985,2,1,645,unspecified,woodlands regional centre,woodlands,344400.0,102.78525584663677,102.78543779406262,102.78528587927511,102.785890128189,102.78514312209464,16.78697330871244,other,1,7
apartment,tenure-100,1996,2,2,938,partial,simei,tampines,997500.0,102.96165323099407,102.96181700763759,102.96168023739698,102.9622257479577,102.9615519635533,14203.420342034204,other,2,4
condo,tenure-100,2023,2,1,624,unspecified,dhoby ghaut,museum,1457400.0,102.84962118540149,102.84977572176845,102.8496466523544,102.85016232511146,102.84952574814916,1441.4414414414414,other,1,3
condo,tenure-100,2024,3,2,969,unspecified,sembawang springs,sembawang,1470000.0,102.83177582470327,102.83195814073567,102.83180591886445,102.83241135135103,102.83166286675619,8268.146261597236,other,1,5
condo,tenure-100,2010,3,3,1711,unspecified,sentosa,southern islands,3885000.0,102.84483128987765,102.84497480025846,102.84485492022077,102.84533496844705,102.84474280697086,407.0670191783122,studio,2,7
hdb,tenure-100,2014,3,2,1163,unspecified,tampines east,tampines,934500.0,102.94297801136057,102.94314338847559,102.94300528430416,102.94355596899894,102.94287573484677,30154.01616133711,other,2,4
house,freehold,2028,5,5,4058,unspecified,seletar hills,serangoon,4757600.0,102.86863029764169,102.86880015767268,102.86865831710617,102.86922349804308,102.86852519515277,6307.118033208907,studio,2,6
condo,tenure-100,2015,2,2,743,unspecified,dairy farm,bukit panjang,1155000.0,102.77995588275913,102.78012402790259,102.77998361633851,102.78054327053626,102.77985186362702,5615.341047010276,other,1,4
condo,tenure-100,2022,3,3,1119,unfurnished,coronation road,bukit timah,2849500.0,102.79956040931258,102.79972031462697,102.7995867704369,102.80011979838734,102.79946158677504,4694.407410006315,studio,1,5
condo,tenure-100,2026,5,3,1582,unspecified,kampong java,kallang,3189900.0,102.85517609510552,102.85533268691722,102.8552019044484,102.8557242175246,102.8550793613443,10009.505703422054,studio,1,5
house,tenure-100,2022,5,5,5748,unspecified,hougang central,hougang,4708200.0,102.8934400924953,102.89360767131969,102.89346773204552,102.89402553839518,102.89333642830765,10685.985963323523,other,4,6
hdb,tenure-100,2003,3,2,1183,unspecified,punggol field,punggol,651000.0,102.91101683464096,102.91119053519549,102.91104549393394,102.91162307697422,102.91090930904045,35511.713933415536,studio,1,5
condo,tenure-100,2018,3,2,1130,unspecified,mount emily,rochor,2541000.0,102.85004091397067,102.85019566555323,102.85006641677313,102.85058278483139,102.84994534097042,8402.061855670103,studio,1,4
hdb,tenure-100,1984,2,2,731,fully,yishun west,yishun,366400.0,102.83748725959029,102.83766737141681,102.83751698661233,102.83811529634049,102.83737569175604,35518.5136381605,other,1,4
hdb,tenure-100,1982,3,2,980,partial,aljunied,geylang,630000.0,102.88961335664715,102.88977150275389,102.8896394249805,102.89016675455457,102.88951564188945,13503.292250548708,other,2,5
condo,freehold,2024,3,3,1496,partial,mountbatten,marine parade,4106100.0,102.89393129710213,102.89408503951584,102.8939566319244,102.89446973235007,102.89383635973323,5829.779776856125,studio,1,5
condo,tenure-100,2027,2,1,657,partial,bedok north,bedok,1549800.0,102.93576850647575,102.93592784136767,102.93579477294777,102.93632593618926,102.93567004102344,25545.463058338795,other,1,4
condo,freehold,2015,2,2,1324,unspecified,everton park,bukit merah,2205000.0,102.84033846530143,102.84048819503055,102.84036313158855,102.8408632754321,102.84024605984945,12285.669340884064,other,1,3
condo,tenure-100,2017,2,2,840,unspecified,bedok south,bedok,1312500.0,102.9510442075769,102.9512037713533,102.95107051221483,102.95160241256345,102.95094559746269,15577.352950989223,studio,1,5
other,freehold,2010,5,6,5437,unspecified,serangoon garden,serangoon,7035000.0,102.86875785133991,102.8689229966355,102.86878508547176,102.86933503294368,102.86865572250197,11934.374173061657,other,5,7
hdb,tenure-100,2008,3,2,1184,unspecified,jurong west central,jurong west,609000.0,102.70673910830041,102.70690268752274,102.70676608113929,102.70731099438461,102.70663797041112,45396.938412246345,other,3,3
condo,freehold,1999,3,3,1141,unspecified,institution hill,river valley,2625000.0,102.84177468193054,102.84192790579482,102.84179993023913,102.84231136350918,102.84168007264792,8023.433520122262,other,3,4
hdb,tenure-100,1998,3,2,1303,unspecified,woodlands east,woodlands,619500.0,102.80557088623958,102.80575158707768,102.80560071128812,102.80620092920813,102.80545894753746,38762.48286665361,other,1,7
hdb,tenure-100,1976,2,2,701,unspecified,telok blangah drive,bukit merah,390600.0,102.81392348741699,102.81407251715719,102.81394803703661,102.81444592339832,102.81383152398008,13278.350515463917,other,1,3
condo,freehold,2023,3,3,1141,partial,pasir ris park,pasir ris,2270100.0,120.8327293305376,120.83505997586215,120.83311731513058,120.83515548790056,120.83126106746951,4559.870743821435,studio,1,6
condo,tenure-100,2019,3,2,1023,unspecified,kebun bahru,ang mo kio,1995000.0,102.83822372631762,102.83839310175442,102.83825166498227,102.83881528501757,102.83811893006983,21616.97247706422,other,1,5
condo,freehold,2013,6,6,6501,unspecified,cairnhill,newton,41790000.0,102.83913458183174,102.83929068642152,102.83916030997537,102.83968105137487,102.8390381556853,8593.576965669989,studio,3,6
condo,freehold,2026,1,1,495,unspecified,lavender,kallang,1000600.0,102.86065673089283,102.86081435438173,102.86068271209665,102.86120835768065,102.8605593463294,12802.21957986524,other,1,4
hdb,tenure-100,1985,3,2,1119,unspecified,bishan east,bishan,732900.0,102.85130142180027,102.85146509631039,102.85132841089705,102.85187360899464,102.85120022095315,15775.982167734745,studio,2,4
condo,freehold,2024,1,1,484,unspecified,mountbatten,marine parade,1481600.0,102.89393129710213,102.89408503951584,102.8939566319244,102.89446973235007,102.89383635973323,5829.779776856125,studio,1,5
condo,tenure-100,2026,5,3,1475,partial,shangri-la,ang mo kio,3329600.0,102.83663778441843,102.83680586090077,102.83666550671215,102.83722493004093,102.83653380747181,23201.04666375927,other,1,5
house,freehold,2010,5,4,4380,unspecified,sembawang springs,sembawang,4410000.0,102.83018309554589,102.83036518440268,102.83021315186221,102.83081785059161,102.83007028091332,8268.146261597236,other,4,8
hdb,tenure-100,2002,3,2,1194,unspecified,wenya,jurong west,546000.0,102.70562817359439,102.70579361669199,102.7056554568958,102.70620639255296,102.7055258601534,4192.617347713808,studio,1,4
hdb,tenure-100,1987,4,3,1571,unspecified,tampines west,tampines,892500.0,102.94126829361359,102.94143352613882,102.94129554246832,102.9418457602608,102.9411661083284,22925.29926335175,other,3,4
condo,freehold,2025,2,2,764,unspecified,nassim,tanglin,2368900.0,102.8356862316701,102.83584415947146,102.83571226349666,102.83623889629501,102.83558865566539,4541.768045417681,studio,2,4
condo,tenure-100,2023,4,4,1496,unfurnished,dover,queenstown,3073400.0,102.7767612218067,102.77691679858626,102.77678686186667,102.7773059078248,102.77666512979057,8027.240454973556,studio,1,4
condo,tenure-100,2017,3,3,1722,partial,bugis,downtown core,4410000.0,102.8599801135919,102.8601345903195,102.8600055706383,102.86052104905129,102.85988471375049,3176.302640970735,studio,1,4
condo,tenure-1000,2014,1,1,560,unspecified,hillview,bukit batok,997500.0,102.76982395063834,102.76998785883033,102.76985097844216,102.7703969445421,102.76972260401466,9680.979133226325,other,1,5
condo,tenure-100,2023,3,3,1055,unspecified,moulmein,novena,2898000.0,102.84421227820445,102.84436923201474,102.84423814781617,102.84476163226437,102.84411531634187,6901.669758812616,studio,1,6
hdb,tenure-100,2017,3,2,1001,unspecified,sembawang east,sembawang,609000.0,102.83358772210259,102.83377094270944,102.83361796694349,102.83422632184653,102.83347419359106,22872.971903442816,other,1,3
hdb,tenure-100,1981,3,2,990,unspecified,aljunied,geylang,577500.0,102.88742046722328,102.8875786383558,102.88744653971933,102.88797395050095,102.88732273672473,13503.292250548708,studio,1,5
condo,tenure-100,2024,2,1,624,unspecified,bugis,downtown core,2079000.0,102.86011137665581,102.86026556579499,102.86013678579897,102.8606513349844,102.86001615819804,3176.302640970735,studio,1,6
hdb,tenure-100,2004,3,2,1227,unspecified,punggol field,punggol,618300.0,102.91813479322056,102.91830786763857,102.91816334823697,102.91873890708192,102.91802766239327,35511.713933415536,studio,1,5
condo,tenure-100,2026,2,1,575,unspecified,tagore,ang mo kio,1050000.0,102.83809836540188,102.8382697398878,102.8381266370476,102.83869671608728,102.83799230832655,2384.380061184092,other,1,4
hdb,tenure-100,1984,4,2,1732,unspecified,potong pasir,toa payoh,1134000.0,102.86880882536302,102.86897011437378,102.8688354171541,102.86937290485005,102.86870912873997,18338.28821780629,other,1,6
condo,tenure-100,2017,4,3,1184,unspecified,lower seletar,yishun,1520400.0,102.84893285760735,102.84911030435889,102.8489621407386,102.8495518377151,102.84882297044967,2219.9750163583367,studio,2,4
apartment,freehold,2024,3,4,1722,partial,mountbatten,marine parade,4780200.0,102.89393129710213,102.89408503951584,102.8939566319244,102.89446973235007,102.89383635973323,5829.779776856125,studio,1,5
hdb,tenure-100,2016,3,2,990,unspecified,trafalgar,hougang,699300.0,102.88591293808469,102.88608213052666,102.88594084639497,102.88650386758536,102.885808256313,28204.54024306352,other,2,3
hdb,tenure-100,2011,3,2,1012,unspecified,chinatown,outram,1469000.0,102.84407151850014,102.84422125368039,102.84409618570521,102.84459634656761,102.84397910953635,17864.441416893733,studio,1,4
condo,freehold,2023,1,1,603,unspecified,farrer court,bukit timah,1641200.0,102.80631242742349,102.80646943148884,102.80633830530512,102.80686195815997,102.80621543461304,11059.413027916966,studio,1,4
condo,freehold,2025,1,1,527,unfurnished,institution hill,river valley,1739800.0,102.83963644752382,102.83978982266352,102.83966172102463,102.8401736434103,102.83954174287177,8023.433520122262,studio,1,5
hdb,tenure-100,1999,3,2,1291,unspecified,boon keng,kallang,840000.0,102.87314888617095,102.87330629204996,102.87317483116081,102.87369977165454,102.87305163861069,28693.11267948406,other,1,4
house,freehold,2025,4,5,4716,unfurnished,mountbatten,marine parade,8059800.0,102.89573228383298,102.89588685122247,102.89575775607615,102.89627352173686,102.8956368261042,5829.779776856125,studio,4,7
condo,freehold,2024,3,2,1109,unspecified,mountbatten,marine parade,2499000.0,102.89393129710213,102.89408503951584,102.8939566319244,102.89446973235007,102.89383635973323,5829.779776856125,studio,1,5
hdb,tenure-100,1998,3,2,1098,unspecified,woodlands east,woodlands,513300.0,102.80557088623958,102.80575158707768,102.80560071128812,102.80620092920813,102.80545894753746,38762.48286665361,other,1,7
condo,freehold,2025,2,1,570,unspecified,leedon park,bukit timah,1722000.0,102.8058476880269,102.80600431352168,102.80587350284885,102.80639593260508,102.80575093399567,3159.1856757419673,studio,1,4
condo,tenure-100,2025,4,3,1206,partial,gombak,bukit batok,1732500.0,102.76093625953771,102.76110591664609,102.76096424491418,102.76152878734341,102.76083128716303,4042.6657981516914,other,2,5
condo,freehold,2023,3,2,883,unspecified,kaki bukit,bedok,1829000.0,102.90885612356436,102.90901636706069,102.90888254131089,102.90941664455424,102.90875708557253,13169.088975540588,studio,1,4
condo,tenure-100,2016,5,4,1497,unspecified,woodlands south,woodlands,1974000.0,102.80333464837345,102.80351515644968,102.80336444130769,102.80396403676477,102.80322283129333,26015.228426395937,studio,2,5
bungalow,freehold,2010,5,6,6698,unspecified,chinatown,outram,19110000.0,102.8442621403364,102.84441252772326,102.84428691617995,102.84478918431118,102.84416932001255,17864.441416893733,other,3,7
condo,freehold,2022,2,1,635,partial,upper paya lebar,serangoon,1528800.0,102.88198039134403,102.88214354276386,102.88200729339145,102.8825507964911,102.88187951981212,18829.290006677053,studio,1,5
hdb,tenure-100,2010,3,2,1001,unspecified,telok blangah drive,bukit merah,953400.0,102.80981940846449,102.8099694092945,102.80984411982747,102.81034514446274,102.80972683262814,13278.350515463917,other,2,4
condo,tenure-100,2025,2,2,797,unspecified,holland drive,queenstown,2222000.0,102.79692159587546,102.79707847000459,102.79694745208859,102.79747068661082,102.79682468520329,26938.602082005524,other,1,5
condo,freehold,2023,2,2,701,partial,farrer court,bukit timah,1838600.0,102.80631242742349,102.80646943148884,102.80633830530512,102.80686195815997,102.80621543461304,11059.413027916966,studio,1,4
condo,tenure-100,2014,2,2,797,unspecified,tampines west,tampines,945000.0,102.93178038135635,102.93194459829809,102.93180746102021,102.93235439893975,102.93167883680174,22925.29926335175,studio,1,4
hdb,tenure-100,2013,3,2,1215,unspecified,matilda,punggol,786400.0,102.90256106927261,102.9027359244364,102.9025899208662,102.9031712358249,102.90245281560959,38675.2611691487,other,2,4
condo,tenure-100,2026,5,5,1528,unspecified,kampong java,kallang,3189900.0,102.85517609510552,102.85533268691722,102.8552019044484,102.8557242175246,102.8550793613443,10009.505703422054,studio,1,5
condo,tenure-100,2027,3,2,893,unspecified,bedok north,bedok,2204000.0,102.93576850647575,102.93592784136767,102.93579477294777,102.93632593618926,102.93567004102344,25545.463058338795,other,1,4
house,freehold,2010,5,5,4000,unspecified,kembangan,bedok,5355000.0,102.9109513942431,102.91111035153448,102.9109775977522,102.91150754489693,102.91085316743838,15691.366816068361,studio,2,10
condo,freehold,2022,3,2,915,partial,nassim,tanglin,2809700.0,102.83296608730498,102.83312387296813,102.83299209544835,102.83351826942675,102.83286860100266,4541.768045417681,other,1,5
hdb,tenure-100,1993,4,2,1356,unspecified,choa chu kang central,choa chu kang,682500.0,102.74641947862078,102.74659093207086,102.74644776317493,102.74701811194834,102.74631337355389,20562.19768184722,studio,1,5
condo,tenure-100,2017,4,3,1249,unspecified,woodlands south,woodlands,1469800.0,102.80483146634327,102.8050119276523,102.8048612514915,102.80546069560421,102.80471967873032,26015.228426395937,studio,2,5
